3085,"с.","Бегово","PDV","PDV12","PDV12-01",3,6,4,1483,15,184
3099,"с.","Бегуновци","PER","PER08","PER08-00",3,7,7,1483,13,185
3109,"с.","Бегунци","PDV","PDV13","PDV13-02",3,7,5,1483,15,186
3112,"с.","Беден","SML","SML09","SML09-01",3,6,8,1483,20,187
3126,"с.","Беджене","SHU","SHU22","SHU22-00",3,8,5,1483,27,188
3132,"с.","Бедрово","KRZ","KRZ35","KRZ35-05",3,8,5,1483,8,189
3143,"с.","Бежаново","LOV","LOV19","LOV19-01",3,5,3,1483,10,190
3157,"с.","Бежаново","DOB","DOB12","DOB12-00",3,8,2,1483,24,191
3174,"с.","Безводица","DOB","DOB03","DOB03-01",3,7,4,1483,24,192
3188,"с.","Безводно","KRZ","KRZ35","KRZ35-00",3,8,7,1483,8,193
3191,"с.","Безден","SFO","SFO26","SFO26-01",3,7,6,1483,22,194
3201,"с.","Безденица","MON","MON29","MON29-22",3,7,3,1483,11,195
3215,"с.","Безмер","DOB","DOB27","DOB27-03",3,5,4,1483,24,196
3229,"с.","Безмер","JAM","JAM25","JAM25-02",3,5,3,1483,28,197
3232,"с.","Бейковци","VTR","VTR13","VTR13-00",3,8,6,1483,4,198
3246,"с.","Бекриите","GAB","GAB05","GAB05-00",3,8,6,1483,7,199
3561,"с.","Бел камен","BLG","BLG53","BLG53-02",3,5,7,1483,1,200
3263,"с.","Бела","VID","VID16","VID16-00",3,7,4,1483,5,201
3280,"с.","Бела Рада","VID","VID09","VID09-03",3,7,5,1483,5,202
3277,"с.","Беланица","PER","PER36","PER36-00",3,8,6,1483,13,203
3294,"с.","Беласица","BLG","BLG33","BLG33-02",3,5,7,1483,1,204
3304,"с.","Белащица","PDV","PDV26","PDV26-01",3,5,4,1483,15,205
3318,"с.","Белгун","DOB","DOB17","DOB17-01",3,7,3,1483,24,206
3321,"с.","Белев дол","SML","SML31","SML31-00",3,8,7,1483,20,207
3335,"с.","Белевехчево","BLG","BLG40","BLG40-00",3,8,5,1483,1,208
3349,"с.","Белеврен","BGS","BGS06","BGS06-00",3,8,5,1483,2,209
3366,"гр.","Белене","PVN","PVN03","PVN03-00",1,3,1,1483,14,210
3373,"с.","Беленци","LOV","LOV19","LOV19-02",3,7,5,1483,10,211
3383,"с.","Бели брег","MON","MON04","MON04-00",3,8,3,1483,11,212
3397,"с.","Бели брод","MON","MON04","MON04-11",3,7,2,1483,11,213
3407,"с.","Бели бряг","SZR","SZR27","SZR27-00",3,7,3,1483,23,214
3410,"с.","Бели вир","KRZ","KRZ35","KRZ35-02",3,6,6,1483,8,215
3424,"с.","Бели дол","HKV","HKV11","HKV11-00",3,8,3,1483,26,216
3438,"с.","Бели извор","VRC","VRC10","VRC10-02",3,6,4,1483,6,217
3441,"с.","Бели Искър","SFO","SFO39","SFO39-02",3,6,8,1483,22,218
24092,"с.","Бели Лом","RAZ","RAZ17","RAZ17-07",3,6,5,1483,16,219
3486,"с.","Бели Осъм","LOV","LOV34","LOV34-03",3,6,6,1483,10,220
3499,"с.","Бели пласт","KRZ","KRZ16","KRZ16-02",3,6,5,1483,8,221
3455,"с.","Белила","BGS","BGS06","BGS06-00",3,8,2,1483,2,222
3469,"с.","Белимел","MON","MON36","MON36-10",3,7,5,1483,11,223
3472,"с.","Белинци","RAZ","RAZ14","RAZ14-01",3,6,4,1483,16,224
3504,"гр.","Белица","BLG","BLG02","BLG02-00",1,4,7,1483,1,225
3513,"с.","Белица","GAB","GAB35","GAB35-00",3,8,5,1483,7,226
3527,"с.","Белица","SLS","SLS34","SLS34-02",3,6,3,1483,18,227
3530,"с.","Белица","PDV","PDV15","PDV15-01",3,7,7,1483,15,228
3544,"с.","Белица","HKV","HKV17","HKV17-01",3,7,3,1483,26,229
7960,"с.","Белица","SFO","SFO20","SFO20-00",3,8,7,1483,22,230
3558,"с.","Белиш","LOV","LOV34","LOV34-00",3,7,6,1483,10,231
3664,"с.","Бело поле","BLG","BLG03","BLG03-02",3,6,6,1483,1,232
3678,"с.","Бело поле","VID","VID33","VID33-06",3,6,3,1483,5,233
3575,"с.","Беловец","RAZ","RAZ16","RAZ16-01",3,5,3,1483,16,234
3589,"с.","Беловица","PDV","PDV37","PDV37-01",3,7,5,1483,15,235
3592,"гр.","Белово","PAZ","PAZ04","PAZ04-00",1,3,4,1483,12,236
3602,"с.","Белоградец","VAR","VAR08","VAR08-01",3,5,4,1483,3,237
3616,"гр.","Белоградчик","VID","VID01","VID01-00",1,3,6,1483,5,238
27440,"с.","Белодол","BGS","BGS17","BGS17-08",3,7,4,1483,2,239
3620,"с.","Белозем","PDV","PDV25","PDV25-01",3,4,3,1483,15,240
3633,"с.","Белокопитово","SHU","SHU30","SHU30-00",3,7,4,1483,27,241
3647,"с.","Беломорци","TGV","TGV22","TGV22-01",3,6,5,1483,25,242
3650,"с.","Беломъжите","GAB","GAB05","GAB05-00",3,8,5,1483,7,243
3681,"с.","Белополци","HKV","HKV11","HKV11-01",3,7,6,1483,26,244
3695,"с.","Белополяне","HKV","HKV11","HKV11-02",3,7,3,1483,26,245
3705,"с.","Белопопци","SFO","SFO10","SFO10-03",3,6,6,1483,22,246
3719,"гр.","Белослав","VAR","VAR04","VAR04-00",1,3,1,1483,3,247
3722,"с.","Белотинци","MON","MON29","MON29-02",3,7,4,1483,11,248
3745,"с.","Белцов","RSE","RSE37","RSE37-01",3,6,1,1483,17,249
3753,"с.","Белчевци","VTR","VTR04","VTR04-00",3,8,6,1483,4,250
3767,"с.","Белчин","SFO","SFO39","SFO39-03",3,7,7,1483,22,251
3770,"с.","Белчински бани","SFO","SFO39","SFO39-03",3,8,7,1483,22,252
3784,"с.","Бельово","BLG","BLG40","BLG40-13",3,8,7,1483,1,253
3798,"с.","Беляковец","VTR","VTR04","VTR04-03",3,5,5,1483,4,254
3808,"с.","Беляново","RSE","RSE37","RSE37-02",3,7,1,1483,17,255
3811,"с.","Бенковски","VAR","VAR01","VAR01-01",3,6,4,1483,3,256
3825,"с.","Бенковски","KRZ","KRZ14","KRZ14-02",3,5,5,1483,8,257
3839,"с.","Бенковски","PDV","PDV17","PDV17-01",3,5,3,1483,15,258
3842,"с.","Бенковски","SFO","SFO56","SFO56-00",3,7,6,1483,22,259
3856,"с.","Бенковски","SZR","SZR31","SZR31-00",3,7,3,1483,23,260
3860,"с.","Бенковски","DOB","DOB15","DOB15-05",3,6,4,1483,24,261
3873,"с.","Берайнци","PER","PER51","PER51-00",3,8,7,1483,13,262
3887,"с.","Беренде","PER","PER19","PER19-00",3,8,7,1483,13,263
3890,"с.","Беренде","SFO","SFO16","SFO16-08",3,8,6,1483,22,264
3900,"с.","Беренде извор","SFO","SFO16","SFO16-08",3,8,6,1483,22,265
3914,"с.","Бериево","GAB","GAB29","GAB29-03",3,7,4,1483,7,266
3928,"гр.","Берковица","MON","MON02","MON02-00",1,3,5,1483,11,267
3931,"с.","Берковски","TGV","TGV24","TGV24-00",3,8,5,1483,25,268
3945,"с.","Берковци","VTR","VTR13","VTR13-00",3,8,6,1483,4,269
3959,"с.","Бероново","BGS","BGS23","BGS23-00",3,8,5,1483,2,270
3962,"с.","Берсин","KNL","KNL29","KNL29-00",3,7,6,1483,9,271
3976,"с.","Беслен","BLG","BLG52","BLG52-02",3,5,6,1483,1,272
3986,"с.","Беснурка","KRZ","KRZ35","KRZ35-15",3,8,6,1483,8,273
3993,"с.","Биволаре","PVN","PVN10","PVN10-02",3,6,2,1483,14,274
4008,"с.","Биволяне","KRZ","KRZ21","KRZ21-03",3,7,6,1483,8,275
4011,"с.","Бижовци","VTR","VTR04","VTR04-00",3,8,5,1483,4,276
4025,"с.","Бижовци","GAB","GAB35","GAB35-00",3,8,6,1483,7,277
4039,"с.","Биково","SLV","SLV20","SLV20-01",3,7,3,1483,19,278
4042,"с.","Билинци","PER","PER08","PER08-00",3,8,7,1483,13,279
4056,"с.","Билка","BGS","BGS18","BGS18-01",3,6,3,1483,2,280
4068,"с.","Билкини","GAB","GAB12","GAB12-00",3,8,5,1483,7,281
4090,"с.","Било","DOB","DOB17","DOB17-00",3,8,2,1483,24,282
4100,"с.","Билянска","SML","SML31","SML31-00",3,8,8,1483,20,283
4114,"с.","Бинкос","SLV","SLV20","SLV20-00",3,7,3,1483,19,284
7836,"с.","Биркова","PAZ","PAZ08","PAZ08-02",3,7,8,1483,12,285
4128,"с.","Бисер","HKV","HKV33","HKV33-01",3,6,2,1483,26,286
4131,"с.","Бисерци","RAZ","RAZ16","RAZ16-02",3,5,3,1483,16,287
4145,"с.","Бистра","SLS","SLS01","SLS01-02",3,7,4,1483,18,288
4159,"с.","Бистра","TGV","TGV35","TGV35-04",3,7,3,1483,25,289
4162,"с.","Бистренци","RSE","RSE04","RSE04-10",3,7,4,1483,17,290
4176,"с.","Бистрец","BGS","BGS06","BGS06-00",3,8,3,1483,2,291
4193,"с.","Бистрец","DOB","DOB20","DOB20-03",3,8,3,1483,24,292
4203,"с.","Бистрилица","MON","MON02","MON02-00",3,7,4,1483,11,293
4217,"с.","Бистрица","BLG","BLG03","BLG03-00",3,8,6,1483,1,294
4220,"с.","Бистрица","KNL","KNL48","KNL48-02",3,5,7,1483,9,295
4234,"с.","Бистрица","SOF","SOF46","SOF46-54",3,4,7,1483,21,296
4248,"с.","Бистроглед","KRZ","KRZ02","KRZ02-20",3,8,6,1483,8,297
4251,"с.","Благово","MON","MON29","MON29-04",3,6,4,1483,11,298
4265,"с.","Благово","SHU","SHU30","SHU30-09",3,8,3,1483,27,299
4279,"гр.","Благоевград","BLG","BLG03","BLG03-00",1,1,5,1483,1,300
4282,"с.","Благоево","VTR","VTR31","VTR31-03",3,7,3,1483,4,301
4296,"с.","Благоево","RAZ","RAZ26","RAZ26-02",3,7,4,1483,16,302
4306,"с.","Благун","KRZ","KRZ15","KRZ15-50",3,8,5,1483,8,303
4314,"с.","Блажиево","KNL","KNL05","KNL05-02",3,6,5,1483,9,304
4323,"с.","Блатец","KNL","KNL29","KNL29-00",3,8,8,1483,9,305
4337,"с.","Блатец","SLV","SLV20","SLV20-03",3,5,3,1483,19,306
4340,"с.","Блатешница","PER","PER19","PER19-00",3,7,6,1483,13,307
4354,"с.","Блатино","KNL","KNL48","KNL48-03",3,7,6,1483,9,308
4368,"с.","Блатница","PAZ","PAZ32","PAZ32-01",3,7,5,1483,12,309
4371,"с.","Блато","KNL","KNL04","KNL04-00",3,8,6,1483,9,310
4399,"с.","Блатска","BLG","BLG52","BLG52-03",3,5,5,1483,1,311
4409,"с.","Бленика","KRZ","KRZ16","KRZ16-25",3,7,5,1483,8,312
4412,"с.","Близнак","BGS","BGS12","BGS12-00",3,8,5,1483,2,313
4426,"с.","Близнаци","VAR","VAR01","VAR01-02",3,7,2,1483,3,314
4430,"с.","Близнаци","SHU","SHU11","SHU11-02",3,7,5,1483,27,315
4443,"с.","Близнец","SLV","SLV24","SLV24-00",3,8,4,1483,19,316
4457,"с.","Блъсково","VAR","VAR24","VAR24-01",3,5,1,1483,3,317
4460,"с.","Блъсковци","VTR","VTR13","VTR13-00",3,8,5,1483,4,318
4474,"с.","Боазът","GAB","GAB29","GAB29-00",3,8,6,1483,7,319
4488,"с.","Бобевци","GAB","GAB05","GAB05-00",3,8,5,1483,7,320
4491,"с.","Бобешино","KNL","KNL29","KNL29-00",3,8,8,1483,9,321
4501,"гр.","Бобов дол","KNL","KNL04","KNL04-00",1,3,6,1483,9,322
4515,"с.","Бобовец","DOB","DOB03","DOB03-02",3,8,4,1483,24,323
4529,"с.","Бобораци","PER","PER36","PER36-00",3,8,6,1483,13,324
4532,"гр.","Бобошево","KNL","KNL05","KNL05-00",1,5,5,1483,9,325
4546,"с.","Бов","SFO","SFO43","SFO43-00",3,7,7,1483,22,326
14461,"с.","Бов","SFO","SFO43","SFO43-08",3,5,7,1483,22,327
7925,"с.","Богатино","KRZ","KRZ02","KRZ02-04",3,8,6,1483,8,328
4555,"с.","Богатово","GAB","GAB29","GAB29-05",3,7,4,1483,7,329
4563,"с.","Богдан","PDV","PDV13","PDV13-03",3,5,5,1483,15,330
4580,"с.","Богдан","DOB","DOB15","DOB15-00",3,7,4,1483,24,331
4594,"с.","Богданица","PDV","PDV28","PDV28-02",3,7,3,1483,15,332
4604,"с.","Богданлия","SFO","SFO17","SFO17-00",3,8,6,1483,22,333
4618,"с.","Богданов дол","PER","PER32","PER32-01",3,7,7,1483,13,334
4621,"с.","Богданово","BGS","BGS06","BGS06-00",3,8,4,1483,2,335
4635,"с.","Богданово","SLV","SLV16","SLV16-33",3,7,3,1483,19,336
4649,"с.","Богдановци","SFO","SFO20","SFO20-00",3,8,7,1483,22,337
4652,"с.","Богданско","VTR","VTR13","VTR13-01",3,8,5,1483,4,338
4666,"с.","Богданци","RAZ","RAZ29","RAZ29-01",3,6,5,1483,16,339
